"id1","char","cls","atr","bg","rarityscore","rank_number"
4287,"Frog 2","Mercenary_v3_c3","Fire Eyes","A2",258.85243811728895,119
275,"Black Cat","Peddler_v1_c2","Diamond Hands","A2",258.07873820036133,120
4146,"White Tiger","Peddler_v3_c1","Horns 2","F2",257.2695652173913,121
1529,"Black Red Panda","Magician_v4_c2","Aura Purple","A3",257.12544153396993,122
1582,"Tiger","Knight_v2_c3","Pipe","C1",255.92517878946447,123
2633,"Gold Hart","Mercenary_v3_c2","Fire Aura","A3",255.050017216592,124
4919,"Gold Hart","Peddler_v3_c3","Robotic Hand","E1",254.8029803962492,125
933,"Husky","Mercenary_v3_c3","Ice Hands","E2",254.206152807288,126
868,"Tiger","Knight_v2_c3","Aura Aqua","A1",253.70706368754395,127
939,"Owl","Knight_v2_c2","Feathered Wings","E1",253.53054698553387,128
2310,"Tiger","Bard_v3_c3","None","E1",253.22106333511036,129
618,"Tiger","Knight_v1_c3","Fire Eyes","E3",252.9919208913503,130
123,"Stag","Bard_v3_c3","Tattoo 1","B1",252.935001081498,131
729,"Stag","Bard_v3_c3","Bandana","E2",252.68680537558657,132
851,"Black Cat","Pirate_v3_c2","Laser Eyes","E1",252.6286775982069,133
363,"Black Cat","Bard_v3_c3","Marked Skin","C2",252.49698691874508,134
3831,"Red Gator","Knight_v1_c3","Fire Eyes","E1",252.46296085909984,135
4531,"Red Panda","Mercenary_v3_c3","Aura Purple","A3",252.13287965188871,136
1300,"Dog","Knight_v2_c2","Feathered Wings","A1",251.98055611374576,137
1501,"Dog","Knight_v1_c1","Feathered Wings","A2",251.97689788477075,138
2360,"Husky","Detective_v3_c1","Laser Eyes","A2",251.75173586455685,139
4465,"Goat","Mercenary_v3_c3","Bandana","F2",251.65729302153133,140
4630,"Frog 2","Magician_v4_c2","Crystal Necklace","A2",251.64063672925053,141
3108,"Husky","Mercenary_v3_c3","Monocle","B2",251.467654358745,142
3679,"Frog","Bard_v1_c2","Diamond Hands","E2",250.30435207413717,143
3025,"Black Cat","Bard_v3_c3","Sunglasses","E2",250.2499560454554,144
4572,"Platypus","Mercenary_v3_c3","Pipe","B1",250.07568162737243,145
1637,"Nega Tiger","Detective_v3_c3","None","A2",250.02425624106513,146
272,"Gold Hart","Medic_v3_c2","None","A2",249.88571316425993,147
3266,"Owl","Magician_v4_c2","Techno Skin Purple","A2",249.85099964553555,148
4293,"Frog 2","Bard_v3_c3","Techno Skin Purple","A3",249.69743427093786,149
3893,"Goat","Knight_v2_c1","Feathered Wings","B1",249.60318177709482,150
3154,"Goat","Magician_v4_c2","Aura Aqua","F3",249.50398094739495,151
1250,"Frog","Mercenary_v3_c3","Aura Aqua","A1",249.400711416906,152
4452,"Tiger","Knight_v1_c3","Rock Hands","C3",249.30159572303498,153
1392,"Frog","Medic_v3_c1","Laser Eyes","E2",249.13030445508954,154
3813,"Red Gator","Knight_v1_c3","Robotic Hand","C2",249.06588131958975,155
4311,"Dog","Bard_v3_c3","Marked Skin","C1",248.78990947812727,156
53,"Husky","Mercenary_v3_c3","Mustache","D2",248.78102372046786,157
3488,"Goat","Bard_v3_c3","White Eyes","C3",248.75670877119774,158
3684,"Rabbit","Mercenary_v3_c3","Cigar","A3",248.4816380004988,159
1181,"Owl","Magician_v4_c2","Ice Hands","D3",247.91463142063972,160
1041,"Dog","Magician_v4_c2","Ice Hands","B2",247.8020707860452,161
4813,"Owl","Pirate_v3_c2","Laser Eyes","A1",247.77997098605664,162
3446,"Frog 2","Knight_v2_c1","Feathered Wings","E2",247.66383020740727,163
1592,"Husky","Knight_v1_c2","Lava Hands","C3",247.39477133983448,164
4855,"Red Panda","Magician_v4_c2","Spiked Body","D3",247.06883704831785,165
2971,"Black Cat","Mercenary_v3_c3","Earring","E2",246.35835764385703,166
2700,"Red Gator","Knight_v1_c1","Rock Hands","A3",246.1506139965788,167
2691,"Dog","Knight_v2_c3","Mohawk","F3",245.66549104779668,168
68,"Cat","Mercenary_v3_c3","Earring","D3",244.59305820947452,169
3614,"White Tiger","Fighter_v3_c3","Head Tech","A2",244.04583467163351,170
1469,"Frog","Magician_v4_c2","Aura Purple","B3",243.86736136999065,171
1703,"Red Gator","Knight_v2_c2","Mustache","A3",243.41817580391046,172
3685,"White Tiger","Detective_v1_c2","Ice Hands","A3",243.1120308980336,173
3225,"Stag","Bard_v3_c3","None","C3",242.88286916267052,174
2144,"Black Red Panda","Magician_v4_c2","None","F3",242.88286916267052,174
4442,"Platypus","Magician_v4_c2","Beard","E3",242.7429496338103,176
1907,"Owl 2","Knight_v2_c1","Electric","A2",242.32574323267093,177
4543,"Nega Tiger","Magician_v2_c3","Tattoo 5","F1",242.15052395890163,178
4121,"White Tiger","Detective_v2_c2","Fire Aura","B3",241.96352022283602,179
1331,"Gold Hart","Fighter_v3_c3","Head Tech","A1",241.95297929516636,180
3619,"Owl 2","Bard_v3_c3","Pipe","B3",241.3221750529971,181
1856,"Owl 2","Magician_v4_c2","Pipe","B2",241.29936999897905,182
2438,"Panda","Detective_v3_c3","Lava Hands","C1",241.00034766820482,183
1149,"Frog 2","Knight_v2_c1","Electric","E2",240.47997239854945,184
1680,"Husky","Knight_v2_c3","Head Tech","D1",240.45351594475866,185
531,"Frog","Bard_v3_c3","White Eyes","A3",240.446156675319,186
1268,"Frog 2","Magician_v4_c2","Marked Skin","A2",240.31964376038843,187
2189,"Gator","Pirate_v3_c2","Feathered Wings","A3",239.7843624931642,188
850,"Nega Tiger","Hunter_v3_c3","Mustache","E2",239.46403678660172,189
2595,"Nega Tiger","Magician_v2_c3","Tattoo 2","E2",239.46403678660172,189
2122,"Goat","Knight_v1_c2","Lava Hands","A1",239.1849723940241,191
2534,"Cat","Bard_v3_c3","Tattoo 2","E1",238.84468530915248,192
4334,"Tiger","Knight_v2_c1","Beard","A2",238.43195898524277,193
258,"Rabbit","Magician_v4_c2","Bubble Pipe","B1",238.42743994675894,194
1418,"Red Panda","Magician_v4_c2","Bubble Pipe","A2",238.35724042241193,195
2590,"Gator","Pirate_v1_c3","Unicorn","A2",238.18920477829684,196
1881,"Gold Hart","Hunter_v3_c1","Marked Skin","E1",238.18418319978747,197
721,"Gator","Magician_v4_c2","None","B2",238.17686575208546,198
4459,"Cat","Magician_v4_c2","Bandana","D1",237.95407682190532,199
4666,"Stag","Knight_v1_c1","Ice Hands","D3",237.08781967351595,200
2043,"Platypus","Bard_v3_c3","Tattoo 5","A1",236.77913988221934,201
3648,"Gold Hart","Magician_v1_c3","None","F2",236.72909381143762,202
3119,"Red Panda","Bard_v3_c3","Earring","A3",236.5008050598141,203
2521,"Panda","Knight_v2_c2","Sunglasses","E1",236.4927521935623,204
4101,"Owl 2","Knight_v2_c3","Fire Eyes","D2",235.9722879078046,205
3004,"Owl 2","Knight_v1_c1","Black Eyes","E3",235.92989188107683,206
2230,"Gator","Pirate_v1_c3","Electric","D1",235.75479541406887,207
2347,"Black Cat","Knight_v2_c3","Ice Hands","F3",235.34931201885558,208
349,"Owl","Magician_v4_c2","Pipe","A3",235.05712065509906,209
4070,"Black Cat","Knight_v1_c1","Black Eyes","A2",234.7914068660285,210
1314,"Stag","Knight_v1_c2","Fire Eyes","A2",234.3077513163941,211
2104,"Black Red Panda","Knight_v1_c1","Fire Aura","A2",234.25609764861323,212
2893,"Gold Hart","Hunter_v3_c1","Tattoo 2","A1",233.77499230826766,213
1387,"Black Red Panda","Knight_v1_c1","Aura Aqua","D1",233.5773782876593,214
1104,"White Tiger","Magician_v4_c1","Crystal Necklace","B3",233.42917376539,215
445,"White Tiger","Magician_v2_c2","Tattoo 3","E2",233.3249950043014,216
4013,"Stag","Knight_v2_c2","Aura Purple","B2",233.07421502235317,217
1321,"Crow","Knight_v2_c2","Head Tech","E1",232.70865832264576,218
39,"Stag","Knight_v1_c1","Monocle","B1",232.65979372631097,219
3666,"Husky","Knight_v2_c2","Head Tech","E2",232.62231827106774,220
4749,"Shiba Inu","Knight_v1_c3","Black Eyes","D2",232.42088383634456,221
2427,"White Tiger","Peddler_v2_c2","Fire Eyes","D3",232.39983676607702,222
2217,"Nega Tiger","Bard_v1_c1","Lava Hands","E2",232.02916468861167,223
2182,"Platypus","Mercenary_v3_c3","None","E2",231.38462489313406,224
955,"Rabbit","Knight_v2_c2","Head Tech","A2",231.38013049107175,225
1146,"Black Red Panda","Knight_v1_c1","Spiked Body","E2",231.31567744718438,226
1237,"Black Cat","Mercenary_v3_c3","None","E1",231.24960075007635,227
1089,"Gold Hart","Mercenary_v1_c3","Mutton Chop","B1",231.08122308747465,228
4556,"Gold Hart","Magician_v3_c1","Tattoo 1","E2",230.98392453728107,229
1055,"Gold Hart","Peddler_v3_c1","Tattoo 1","E2",230.98392453728107,229
376,"Black Red Panda","Knight_v1_c1","Robotic Hand","E3",230.88358669901066,231
1741,"Owl","Knight_v1_c2","Fire Aura","G1",230.63363659022934,232
2171,"Black Cat","Medic_v3_c2","Unicorn","E2",230.32567733397084,233
2461,"Owl 2","Knight_v2_c1","Head Tech","E3",230.2620757891228,234
4020,"Red Gator","Pirate_v1_c3","Horns 2","B2",230.2276231815395,235
4516,"Platypus","Bard_v3_c3","None","F1",230.17038138910544,236
619,"Red Black Panda","Knight_v2_c3","None","A2",230.1388720035532,237
1620,"Owl 2","Magician_v4_c2","None","F1",229.68141317055222,238
1404,"Red Panda","Mercenary_v3_c3","None","A2",229.56504618779192,239
1584,"Crow","Mercenary_v3_c3","None","B2",229.4536750010376,240
104,"Husky","Mercenary_v3_c3","None","D2",229.44376881850707,241
2154,"Black Cat","Knight_v2_c2","Mutton Chop","D1",229.22575850579415,242
2199,"Tiger","Pirate_v1_c3","Horns 2","E1",229.00795764355837,243
4817,"Nega Tiger","Pirate_v2_c3","Beard","E2",228.69432155649747,244
341,"Tiger","Pirate_v3_c2","Fire Eyes","A1",228.05282396348537,245
1152,"Goat","Knight_v2_c2","Crystal Necklace","D2",227.7617306869556,246
4874,"Goat","Mercenary_v3_c3","None","E2",227.751227606959,247
2227,"Dog","Mercenary_v3_c3","None","E1",227.72576374052505,248
3012,"Gator","Knight_v1_c3","White Eyes","B1",227.68155805154603,249
1311,"Red Gator","Knight_v1_c1","None","B3",227.2580166857302,250
4657,"Owl","Knight_v2_c1","Mohawk","E1",227.1534028652863,251
3133,"Nega Tiger","Magician_v3_c1","None","F1",227.13087171394568,252
434,"Goat","Knight_v2_c1","Head Tech","E2",227.06630609712568,253
4685,"Frog","Detective_v3_c1","Feathered Wings","A1",227.03157530092113,254
2511,"Black Red Panda","Knight_v1_c2","Rock Hands","B1",226.99197763435694,255
952,"Goat","Knight_v2_c3","Ice Hands","D3",226.72530382427823,256
1784,"Goat","Bard_v3_c3","None","F2",226.72022453399688,257
657,"Owl 2","Knight_v2_c3","Ice Hands","A3",226.71544216213758,258
4561,"Owl","Magician_v4_c2","None","C3",226.504163668415,259
1302,"Rabbit","Magician_v4_c2","None","C3",226.504163668415,259
4511,"Cat","Knight_v2_c2","Fire Aura","F1",226.17938350058026,261
789,"Dog","Knight_v1_c1","Mutton Chop","B3",225.7247265502609,262
4766,"Owl 2","Knight_v2_c3","Horns","D1",225.6120193298462,263
698,"Gold Hart","Mercenary_v2_c1","White Eyes","C2",225.41765482227015,264
283,"Gold Hart","Magician_v3_c2","None","C1",225.33903519855292,265
2160,"Red Gator","Medic_v3_c2","Aura Aqua","D2",225.3322359246729,266
221,"Owl","Knight_v2_c2","Fire Eyes","E1",225.0379503802612,267
419,"Black Cat","Bard_v3_c3","None","B1",224.82818875376233,268
4713,"Stag","Knight_v1_c2","Aura Aqua","A2",224.74056246902416,269
1123,"Black Red Panda","Knight_v1_c2","Mustache","B1",224.25953944168856,270
147,"Gator","Knight_v1_c2","Rock Hands","A3",224.21893478361883,271
1899,"Platypus","Knight_v2_c1","Horns 2","B3",224.21548087838798,272
2037,"Nega Tiger","Peddler_v2_c1","Tattoo 5","C2",224.0708014270052,273
4547,"White Tiger","Mercenary_v1_c1","Marked Skin","D3",223.74564510277924,274
3889,"Shiba Inu","Knight_v2_c3","Beard","B2",223.23412476523043,275
2673,"Gator","Medic_v3_c1","Marked Skin 2","B2",222.97509046989023,276
206,"Red Panda","Magician_v4_c2","None","E2",222.75717500597088,277
1597,"Platypus","Detective_v2_c1","Fire Skin","B1",222.73738687614664,278
2071,"Red Gator","Pirate_v3_c1","Mustache","C1",222.6692503149025,279
2544,"Nega Tiger","Mercenary_v2_c3","Robotic Hand","E3",222.32458328041304,280
3495,"Red Black Panda","Pirate_v1_c3","Sunglasses","A1",222.17041660446836,281
3600,"Nega Tiger","Detective_v1_c2","None","D2",221.93112701420097,282
1557,"White Tiger","Magician_v4_c1","Cigar","D3",221.84605328085195,283
4140,"Stag","Detective_v3_c3","Mohawk","D3",221.77906723910195,284
414,"Gold Hart","Pirate_v2_c3","Tattoo 4","B3",221.68775842520913,285
1486,"Owl","Bard_v3_c3","None","B2",221.34790230229876,286
2986,"Dog","Knight_v1_c3","Fire Eyes","B1",221.05449499073197,287
3602,"Rabbit","Knight_v2_c3","Horns","E2",220.76552314055994,288
306,"Platypus","Detective_v3_c2","Lava Hands","E2",220.7442212217841,289
4579,"Crow","Knight_v2_c3","White Eyes","E3",220.70430313034066,290
2897,"Dog","Knight_v2_c3","White Eyes","E1",220.68358882062162,291
3756,"Frog","Detective_v2_c1","Laser Eyes","E1",220.3433983022133,292
3366,"Gold Hart","Detective_v1_c1","None","B2",220.09348294441696,293
367,"Platypus","Knight_v1_c2","Spiked Body","F3",219.7608816349306,294
901,"White Tiger","Magician_v2_c2","None","B2",219.69959250945513,295
4525,"Frog 2","Magician_v4_c2","None","E1",219.45171667026992,296
740,"Nega Tiger","Mercenary_v2_c3","Antlers","B3",219.45047697523395,297
4495,"Tiger","Pirate_v1_c3","Spiked Body","E1",219.41990208800283,298
3922,"Platypus","Medic_v3_c2","Marked Skin 2","C2",219.2955440169683,299
1166,"Gator","Pirate_v3_c1","Black Eyes","A3",219.07503446487064,300
373,"Gator","Detective_v3_c2","Head Tech","A3",219.07503446487064,300
1787,"White Tiger","Detective_v1_c1","None","A3",219.03570582009667,302
2740,"Owl","Knight_v2_c1","Crystal Necklace","A2",218.93557776743356,303
1884,"Husky","Detective_v3_c2","Lava Hands","D1",218.75755759276586,304
1134,"Gold Hart","Mercenary_v1_c1","Marked Skin","A3",218.49484076757454,305
2831,"Owl","Knight_v1_c3","Mutton Chop","E3",218.43946908808988,306
1623,"Dog","Bard_v3_c3","None","A1",218.07000016999814,307
403,"Crow","Bard_v3_c3","None","A2",218.06634194102313,308
4725,"Red Gator","Pirate_v3_c1","Aura Aqua","A2",217.97373116460895,309
4640,"Owl 2","Detective_v3_c1","Head Tech","F3",217.78827920407176,310
2219,"Tiger","Medic_v3_c1","White Eyes","A2",217.73470471094316,311
4732,"Red Gator","Magician_v1_c3","Black Eyes","A1",217.71713253221873,312
3924,"Husky","Knight_v2_c3","Antlers","D3",217.51235557256382,313
4186,"Owl","Detective_v3_c3","Electric","E1",217.19792070376965,314
491,"Goat","Knight_v1_c1","Aura Aqua","D3",217.14220233989943,315
3344,"Panda","Knight_v2_c3","None","D3",217.0440086092283,316
3464,"Red Gator","Detective_v3_c2","Robotic Hand","A1",216.9907947557288,317
1060,"Gold Hart","Detective_v2_c1","None","A2",216.92448321773585,318
3041,"Nega Tiger","Bard_v2_c2","Crystal Necklace","E2",216.69371851436526,319
1384,"Owl","Magician_v3_c1","Fire Skin","D1",216.60104592656512,320
806,"Cat","Knight_v2_c2","Spiked Body","D3",216.58294889350313,321
2767,"White Tiger","Hunter_v3_c1","None","A3",216.54530177969264,322
4368,"White Tiger","Detective_v1_c2","None","A3",216.54530177969264,322
4196,"Owl","Magician_v2_c2","Laser Eyes","A1",216.47203447812007,324
2863,"Goat","Peddler_v3_c1","Laser Eyes","A3",216.42661479255932,325
1616,"Gold Hart","Mercenary_v1_c1","Pipe","B1",216.27263510011954,326
107,"Panda","Knight_v2_c2","None","F3",216.12760987682242,327
1882,"Gold Hart","Bard_v1_c1","Black Eyes","B2",215.97999148854797,328
1462,"Rabbit","Knight_v1_c3","Robotic Hand","C2",215.97305474879713,329
331,"Owl","Detective_v3_c2","Lava Hands","A3",215.7715412345197,330
4180,"Owl","Detective_v3_c3","Lava Hands","A3",215.7715412345197,330
3638,"Dog","Detective_v3_c2","Lava Hands","A2",215.64427160300653,332
1083,"Husky","Detective_v3_c3","Lava Hands","A3",215.60326686300337,333
4184,"Nega Tiger","Peddler_v2_c1","Tattoo 4","A2",215.47300901512162,334
4229,"Red Gator","Pirate_v2_c1","Unicorn","B1",215.4253634167764,335
781,"Frog 2","Knight_v1_c1","Aura Aqua","E3",215.32320147109397,336
3048,"White Tiger","Detective_v2_c2","None","D1",215.03670834869862,337
3810,"White Tiger","Peddler_v2_c2","Tattoo 5","D1",214.79601243117872,338
733,"Gold Hart","Mercenary_v3_c1","Pipe","A3",214.77225532809203,339
2277,"Tiger","Medic_v3_c2","Tattoo 1","A1",214.71242807105966,340
3421,"Rabbit","Knight_v2_c2","Horns","E2",214.6928630420378,341
3601,"Gold Hart","Magician_v3_c3","None","A1",214.43773740630684,342
3123,"Crow","Knight_v1_c1","Monocle","E2",214.34097994578534,343
4684,"Shiba Inu","Knight_v2_c1","Robotic Hand","D2",214.08383177414035,344
3373,"Red Panda","Pirate_v2_c2","Fire Skin","F3",213.96733979374446,345
2013,"White Tiger","Pirate_v1_c1","None","C3",213.89807609779356,346
1048,"White Tiger","Pirate_v2_c1","None","C3",213.89807609779356,346
4951,"Dog","Knight_v2_c3","Pipe","A1",213.80065210970378,348
4306,"Black Cat","Knight_v2_c2","Mustache","A3",213.73662560807455,349
3370,"Red Panda","Knight_v1_c2","Rock Hands","B3",213.73487739645358,350
392,"Frog","Knight_v1_c2","Fire Aura","E2",213.56356776041167,351
1647,"Crow","Knight_v1_c1","Aura Purple","A1",213.41760739579706,352
1660,"Dog","Knight_v1_c1","Spiked Body","A1",213.41760739579706,352
518,"Platypus","Knight_v2_c1","Aura Aqua","E3",213.40058658332697,354
139,"White Tiger","Magician_v4_c1","Bandana","A2",213.32609561374275,355
2454,"Cat","Magician_v3_c1","Fire Skin","A2",213.31948556528945,356
4535,"White Tiger","Bard_v2_c2","Tattoo 1","G1",213.03096462361168,357
743,"Cat","Knight_v2_c1","Mustache","F3",212.85552460244796,358
4166,"Gold Hart","Mercenary_v2_c1","Earring","D1",212.81922978921753,359
20,"Black Cat","Knight_v1_c2","Spiked Body","E2",212.68043223593162,360
4730,"Platypus","Knight_v1_c3","White Eyes","E3",212.65331440712976,361
3796,"White Tiger","Bard_v3_c2","Tattoo 4","F1",212.5703525641026,362
